yyyymm,Mkt_RF,SMB,HML,RMW,CMA,RF,LID,MOM,R_MKT,R_ME,R_IA,R_ROE,R_EG,PEAD,FIN,SMB_SY,MGMT,PERF,HML_Novy,UMD_Novy,PMU_Novy
198505,5.09,-2.31,-0.96,1.33,-1.49,0.66,-0.808688,3.99,5.1201,-1.6118,-1.2667,3.243,1.5286,0.13,0.52,-1.7004202,0.5496258,2.0870263,0.000313236,0.019555879,0.007740157
198506,1.27,0.35,0.38,1.76,-0.77,0.55,0.855668,3.57,1.2632,-0.5444,-0.1402,2.8783,1.6833,1.35,0.91,-0.1962866,0.2564749,1.9604873,0.000310227,0.020412492,0.003666551
198507,-0.74,2.87,-1.62,-0.42,-0.38,0.62,-1.828073,-3.91,-0.7145,2.3504,-0.8343,-1.7883,1.3406,-0.41,-0.5,3.3893226,0.6750298,0.0630506,0.002086039,-0.005907934,0.008823726
198508,-1.02,-0.29,2.32,-0.1,1.83,0.55,2.600935,1.85,-1.0296,-0.1602,2.0702,0.4266,1.0419,0.2,2.7,1.0092093,2.9112849,0.0550264,0.005682963,0.009057276,0.002525491
198509,-4.54,-1.8,1.29,1.14,1.64,0.6,1.085101,1.51,-4.5089,-1.8447,1.9424,1.1445,1.7479,1.38,5.71,-0.5549517,5.0389514,2.2747458,0.012485839,0.01124557,0.010067383
198510,4.02,-1.5,0.75,0.89,-1.06,0.65,5.068405,4.88,4.0491,-0.1913,0.2881,2.233,2.8931,0.51,1.8,-1.7524233,0.2709559,0.3141372,0.006530296,0.030768984,0.002131656
198511,6.48,0.02,-2.85,0.33,-2.32,0.61,0.714591,-0.47,6.432,-0.2272,-1.643,1.7564,-0.9268,-1.48,-1.5,1.0639426,-2.3711712,2.2130772,-0.004676167,-0.000681916,0.008307476
198512,3.88,-0.41,-1.54,0.99,-1.8,0.65,-1.941905,-0.23,3.9078,0.2882,-1.5031,1.7438,-0.9284,0.58,-0.64,0.0916481,-0.5056615,1.7563597,-0.002313708,0.006973873,0.007826759
198601,0.65,1.01,0.44,-2,-2.03,0.56,1.964165,3,0.7227,1.06,-0.6883,1.653,1.7818,1.51,-2.97,0.8302363,-1.2081668,0.678577,0.001739118,0.019539389,-0.009575305
198602,7.13,-0.71,-0.72,1.06,-1.2,0.53,0.105304,2.76,7.1168,-0.3587,-1.4016,2.3756,0.8424,2.25,0.15,-0.6417699,0.809739,0.6430489,0.003033571,0.019081774,-0.000511636
198603,4.88,-0.66,-0.39,1.21,0.92,0.6,3.63642,2.41,4.8772,0.6255,1.0909,2.0581,1.7081,0.25,0.87,0.0879099,1.0739917,0.5923203,0.004991488,0.017324213,-0.003588561
198604,-1.31,2.84,-2.87,2.91,0.03,0.52,-0.514238,-0.37,-1.2944,1.066,-1.576,0.6493,0.0184,0.94,1.35,3.4932829,-0.0071154,4.458256,-0.011597355,-0.007096426,0.013015039
198605,4.62,-1.29,-0.21,2.13,1.08,0.49,2.744911,2.05,4.6065,-1.1507,1.2884,3.3762,0.9818,0.92,3.01,-0.6860792,1.0759141,1.1979997,-0.002726485,0.02088308,-0.001409853
198606,1.03,-0.89,1.28,1.8,0.87,0.52,6.00893,5.07,1.0324,-0.2631,1.6555,5.2598,0.8818,2.59,3.16,-1.9358147,-0.1360478,3.7891365,-0.001806546,0.030280875,0.000579911
198607,-6.45,-3.46,4.7,-0.54,0.84,0.52,-1.803947,1.83,-6.4162,-2.7392,1.3922,2.9692,2.7937,0.81,2.42,-2.6024693,3.3948129,2.2583799,0.013070818,0.018130043,0.007209876
198608,6.07,-4.35,3.51,-1.66,3.21,0.46,-2.737228,-5.28,6.0496,-4.3752,3.0475,-2.709,1.6055,-0.1,1.21,-3.1732861,3.0969219,-4.0284112,0.014145433,-0.015830131,-0.00400263
198609,-8.6,2.05,3.22,-0.08,3.71,0.45,4.080236,-5.79,-8.6058,0.5503,3.3766,-3.7962,-0.3482,-1.55,1.42,2.97246,3.7740507,-3.8574537,0.02513866,-0.023879551,0.000340601
198610,4.66,-2.33,-1.42,-0.05,1,0.46,2.056557,4.46,4.6836,-1.7598,0.5282,1.505,0.6012,4.62,-0.72,-1.5739882,-2.2076014,2.3831183,-0.002273661,0.019915984,0.011681848
198611,1.17,-1.88,-0.07,1.09,0.67,0.39,-3.060519,-0.26,1.1606,-1.9889,0.3816,1.1185,3.7262,0.76,3.01,-1.7335783,1.8939848,3.5954281,0.004673795,0.005497243,0.009150872
198612,-3.27,0.12,0.36,0.79,0.09,0.49,-1.213806,0.35,-3.2311,0.8446,1.0676,1.8948,1.6509,0.91,1.51,0.8065774,1.0898272,0.685608,0.004834836,0.00543514,0.012502393
198701,12.47,-1.54,-3.16,0.17,-1,0.42,-7.241072,2.2,12.44,-1.2374,-1.2555,0.9573,2.8709,4.23,0.25,-0.8342698,-0.1572061,4.7788561,-0.008540376,0.015132291,-0.000888514
198702,4.39,3.4,-5.91,-0.76,-2.66,0.43,-4.0146,-2.07,4.3789,3.3665,-1.9139,2.0684,-1.0583,-0.23,-2.44,4.1093759,-3.8049769,1.6107344,-0.009146904,-0.005883415,0.002775463
198703,1.64,0.28,1.61,1.36,4.14,0.47,-1.467193,1.68,1.6041,-0.7151,4.2001,-1.1294,1.3212,-1.07,4.18,1.2857836,3.6114473,1.4681492,0.011373103,0.006928913,-0.001159497
198704,-2.11,-1.54,-0.39,-0.49,1.05,0.44,-3.959467,0.22,-2.0802,-2.4687,0.3054,-1.5336,0.5546,1.39,1.22,-1.4922835,2.2354827,2.3640323,0.013330555,0.009691236,-0.002774329
198705,0.11,-0.56,0.23,0.51,1.14,0.38,1.152273,-0.74,0.1082,-1.2157,-0.1208,-2.3436,-0.1604,0.34,0.07,-0.1501908,1.140633,0.7935629,0.00952806,-0.012978889,0.005451536
198706,3.94,-2.21,1.04,1.7,0.84,0.48,2.590464,-0.25,3.8854,-1.521,1.3763,1.4245,-0.1725,-0.81,3.17,-1.4832032,1.2528534,-0.8937013,0.008285779,0.009839536,0.012033212
198707,3.85,-1.14,0.68,-0.61,1.61,0.46,0.712808,2.72,3.8826,-2.0803,0.1168,-1.7888,-0.6461,-0.28,1.7,-1.2281043,1.0126748,1.9718892,0.012545293,0.012745558,0.005919353
198708,3.52,-0.94,-0.93,2.04,-1.61,0.47,-5.849465,-0.86,3.517,-0.1983,-0.2478,3.8033,2.47,-0.36,-2.25,0.6141146,-0.8078316,0.9379019,-0.002275292,-0.000389512,0.011366391
198709,-2.59,0.38,0.27,-0.97,1.87,0.45,0.235247,0.77,-2.614,0.6269,1.9312,0.5893,1.8371,2.49,0.6,0.5364806,2.3847253,0.6685837,0.009583519,0.013029876,-0.00197168
198710,-23.24,-8.07,4.24,2.04,2.34,0.6,5.410623,-7.86,-23.1879,-7.4742,3.3505,0.3321,2.5122,-0.62,4.72,-8.0900856,7.3007365,-1.7620696,0.005301568,-0.012729153,0.005010124
198711,-7.77,2.85,2.95,-1.88,0.68,0.35,-1.77624,-1.17,-7.731,3.269,0.5934,-0.6684,0.9005,-0.81,1.92,2.5562839,1.5900443,-0.8764053,0.016607564,0.005998563,-0.0043261
198712,6.81,0.06,-4.43,2.96,-2.42,0.39,0.747977,5.87,6.9067,0.2423,-2.4286,3.8977,1.5001,-1.8,-2.92,2.5055389,-5.4848844,6.656974,-0.011853152,0.02467911,0.015074512
198801,4.21,-0.51,5.01,-1.14,2.13,0.29,4.419692,-7.24,4.2247,-0.7423,1.3309,-4.0763,-1.7613,3.34,3.57,-0.8853171,3.0104157,-8.5058548,0.024081816,-0.044406364,-0.010040114
198802,4.75,3.32,-1.71,1.56,-0.01,0.46,0.331616,-1.47,4.7514,3.511,-0.597,1.0296,-0.5611,-1.01,1.1,4.9588494,-2.0792197,1.7414156,0.01049364,-0.017005346,0.008159016
198803,-2.27,6.25,0.73,-0.25,1.8,0.44,-2.013371,0.58,-2.2571,5.7006,1.6541,-2.1572,-2.0542,3.15,3.33,6.6381435,1.1955202,1.8484733,0.014098165,0.00174463,0.012539726
198804,0.56,1.16,1.67,-0.2,1.92,0.46,-2.54139,2.24,0.565,0.9345,2.1932,0.6511,0.8805,0.7,1.16,2.048926,0.9476627,1.5908552,0.012008537,0.012187317,0.000507507
198805,-0.29,-2.56,2.42,-0.74,0.33,0.51,-0.52894,0.63,-0.2803,-1.1958,0.5942,-0.1354,1.2654,0.27,1.77,-2.2837303,2.2468445,-2.9915416,0.007674246,0.000831623,0.000552417
198806,4.79,2.16,-1.24,1.47,-3.37,0.49,-0.985635,-2.93,4.7832,2.7853,-3.2605,2.2112,1.827,0.75,-3.12,1.7420118,-3.5557635,-0.284758,0.00320812,-0.010937997,0.01054283
198807,-1.25,-0.21,2.22,-0.58,1.52,0.51,-0.858824,0.66,-1.2466,0.2162,1.1054,-1.1317,0.0362,1.06,2.15,0.4220711,2.6765477,-2.6359095,0.012018848,0.004362087,-0.004634746
198808,-3.31,-0.03,2.15,-0.82,1.76,0.59,3.568304,0.35,-3.3012,0.0323,1.6719,-2.1552,-0.3743,2.07,2.46,1.3419917,2.8246823,-3.3439472,0.011927721,0.003327367,0.003451199
198809,3.3,-1.36,-0.75,1.76,-0.61,0.62,1.492452,0.27,3.2965,-1.4556,-0.42,2.1771,0.8003,-0.06,1.7,-0.8760101,0.4931157,0.1074762,9.55E-05,0.004965316,0.006000662
198810,1.15,-2.95,2.05,1.3,1.03,0.61,2.377163,1.33,1.1583,-2.8125,0.5013,0.056,0.6658,1,4.69,-2.6290196,2.4166064,0.1735384,0.020411925,0.003570595,-0.00710825
198811,-2.29,-1.65,1.41,-0.28,1.62,0.57,-0.081669,0.33,-2.2859,-1.928,1.3928,-0.4884,0.3857,1.07,2.41,-0.4376361,1.2901808,0.5063749,0.007875307,0.006598797,-0.001641038
198812,1.49,2.01,-1.69,0.69,-0.38,0.63,-4.444234,0.49,1.4837,2.4204,0.4539,0.7818,0.3588,-1.23,-1.12,2.676474,-1.8694401,3.2655211,-0.008672995,0.009613965,0.01609477
198901,6.1,-2.31,0.6,-0.95,0.14,0.55,-0.16592,-0.16,6.0493,-2.204,0.0107,-0.3507,1.5755,0.16,-1.9,-1.9182229,-0.2662299,-0.9263578,0.000890918,0.002505841,-0.007337371
198902,-2.25,2.71,1.01,-0.87,1.81,0.61,-0.456775,0.99,-2.2487,2.9516,1.5631,-0.4588,-0.1775,-0.25,-0.07,3.5657888,1.0199381,-0.4617771,0.007135804,0.010584994,-0.000293365
198903,1.57,0.68,0.58,0.05,0.72,0.67,-0.865838,3.51,1.6143,1.3323,1.2637,-0.142,0.7625,1.37,0.28,-0.7772573,1.3435034,-1.0578818,0.014526672,0.020363047,-0.006072855
198904,4.33,-0.78,-1.42,0.71,-0.57,0.67,-1.977793,1.77,4.3084,-0.9415,-0.2841,1.1641,-0.2366,1.47,0.5,-0.8144918,-1.927159,1.8710873,-0.005482883,0.016118248,0.001384254
198905,3.35,-0.01,-0.88,0.49,-0.08,0.79,-3.820612,1.52,3.324,0.0394,0.1016,1.1975,0.4101,1.98,-0.28,-0.3741565,-1.2464987,1.0247576,-0.001451823,0.015505198,0.006885516
198906,-1.35,-1.09,2.25,0.27,1.56,0.71,7.31825,0.43,-1.3768,-0.7322,1.593,-0.1521,-0.945,-0.67,4.29,-1.4673954,2.3343983,-2.8172123,0.011915659,0.004050922,0.00176718
198907,7.2,-4.15,-2.79,1.98,-0.58,0.7,3.079457,5.41,7.1685,-3.464,-0.4503,4.9063,2.513,3.35,2.42,-3.6950874,0.4613731,3.6857352,-0.005825182,0.027844892,0.009922792
198908,1.44,0.48,0.6,0.39,-0.58,0.74,0.65958,-0.12,1.5108,0.484,-0.4255,1.6506,0.1417,0.27,1.09,0.895847,-0.5668114,-1.1646264,-0.000555733,0.01360774,-0.006559304
198909,-0.76,0.49,-1.27,1.4,0.5,0.65,-4.839777,3.4,-0.755,0.7698,1.1982,1.6439,1.9521,0.05,0.75,1.5318098,0.8710812,1.482214,-0.015052091,0.026585791,0.013250141
198910,-3.67,-3.3,-1.11,0.11,-0.04,0.68,2.607578,1.32,-3.6616,-3.3543,1.2994,1.4077,2.3565,0,1.84,-1.838576,0.6693426,4.6156751,-0.010099065,0.00743543,0.013871549
198911,1.03,-1.29,-1.09,-0.86,1.41,0.69,-2.504374,2.6,1.0797,-1.3396,1.6323,0.2406,-0.6157,0.72,1.15,-0.9165066,1.1877137,2.7123427,-0.003086383,0.020033633,0.003554304
198912,1.16,-2.27,0.16,-0.07,1.42,0.61,2.053414,2.8,1.1757,-1.9468,1.5752,1.0677,2.4412,1.4,0.54,-0.9333341,1.4751352,3.2478048,-0.001196853,0.018253692,0.009716766
199001,-7.85,-1.31,0.85,-1.17,1.35,0.57,-3.457354,-3.27,-7.8121,-1.2188,0.925,0.0355,-0.2233,0.15,0.81,-1.2261275,0.2878393,1.5885153,0.012220175,-0.012230579,-0.000443951
199002,1.11,1.17,0.64,-0.03,-0.66,0.57,-3.002814,-0.55,1.1005,1.1796,-1.0948,-0.3925,0.0922,1.49,-1.57,1.7859623,-1.5959237,-0.8009212,-0.009683257,0.010627465,-0.003253651
199003,1.83,1.62,-2.92,2.04,-1.02,0.64,-2.598953,1.8,1.8341,1.2208,-0.3645,2.2864,1.6764,0.95,-0.39,1.9453633,-2.1026174,5.5525021,-0.01307733,0.017186225,0.013513388
199004,-3.36,-0.33,-2.59,1.78,-0.98,0.69,5.816795,2.39,-3.349,-0.4983,-0.7918,1.9801,0.5974,0.95,-0.68,-0.1604985,-0.783876,3.8901117,-0.009535392,0.021473886,0.012541323
199005,8.42,-2.35,-3.83,1.57,-1.68,0.68,-0.646495,3.03,8.4551,-1.6378,-0.8619,3.7369,2.6182,1.75,-3.26,-1.3255462,-3.9954206,3.4138177,-0.01282593,0.035428593,0.011268548
199006,-1.09,1.35,-1.93,-1.03,-0.39,0.63,2.555087,2.4,-1.0525,1.845,0.2453,2.2253,-0.2247,1.26,-0.82,2.1290729,-1.3590717,3.7560553,0.003314552,0.017980602,0.004418569
199007,-1.9,-3.16,-0.03,-0.18,3.21,0.68,5.100865,6.1,-1.8917,-2.4684,4.0112,2.5571,0.0433,1.24,3.92,-1.2654164,2.9217761,3.8956796,0.009413141,0.034564382,0.011240248
199008,-10.15,-3.87,1.64,-0.35,2.96,0.66,4.465373,1.88,-10.0751,-4.526,3.7203,-0.9983,1.2578,2.21,3.16,-3.7807523,4.8661489,0.8563002,0.015122464,0.009994407,0.002735252
199009,-6.12,-3.74,0.64,0.06,3.67,0.6,1.983949,5.78,-6.1127,-3.4191,2.6212,-0.4552,2.6916,4.16,2.9,-2.5132296,4.4472785,5.9956385,0.004054522,0.033026535,0.018077105
199010,-1.92,-5.12,0.1,2.97,-0.3,0.68,-1.340604,6.71,-1.8953,-5.0423,0.2605,2.077,3.0868,2.82,1.92,-5.7884665,0.4061153,7.0984077,0.004840275,0.050427834,0.014538851
199011,6.35,0.07,-3.1,0.65,-4.74,0.57,-1.164781,-5.48,6.3399,0.4489,-3.9833,1.5215,-0.8148,1.12,-3.07,1.7282029,-4.5650904,-4.3978447,-0.009644232,-0.028114146,-0.004745944
199012,2.46,0.67,-1.7,2.73,-1.89,0.6,-3.404481,0.29,2.4606,1.3158,-1.9466,3.8535,1.5238,-0.63,1.97,1.8904168,-2.2225514,0.8900772,-0.000795657,0.014134207,0.019542036
199101,4.69,3.91,-1.6,1.28,-3.99,0.52,-9.445254,-6.45,4.7364,3.3624,-3.9503,0.1591,1.585,4.94,-5.64,3.7544235,-3.1420812,-0.3612491,0.010638361,-0.045161037,-0.00351078
199102,7.19,3.94,-0.58,-0.2,-0.33,0.48,-1.952056,-4.61,7.1852,3.6299,0.1463,-1.2402,-0.6823,-1.27,-3.13,3.745384,-0.7954193,-3.6773808,0.001589354,-0.050900848,-0.006653394
199103,2.65,3.83,-1.39,-0.53,-1.06,0.44,-0.698394,2.87,2.6593,3.9312,-0.9285,1.6779,0.1004,2.62,-0.67,1.9812879,-3.4920539,0.9308161,-0.003993688,0.01816947,0.000752281
199104,-0.28,0.31,1.5,0.62,0.74,0.53,1.757126,-2.36,-0.2777,-0.7093,0.4677,1.3981,0.6058,0.76,1.23,-0.1100565,1.2320123,-1.0833346,-0.001449752,-0.002405625,0.001933905
199105,3.65,0.14,-0.52,2,-2.43,0.47,-1.097174,-0.11,3.6749,-0.5648,-1.9526,-0.7118,-1.0608,0.71,-0.53,1.1634879,-0.3307925,-1.2594495,-0.00096201,0.00378969,-0.0008019
199106,-4.94,0.24,1.15,1.79,0.65,0.42,3.000179,0.47,-4.9394,0.0591,0.6135,1.3683,0.4787,0.18,4.14,0.290815,2.3409824,0.5290602,0.005284144,0.007514653,0.011899379
199107,4.24,-0.96,-1.32,1.6,-1.36,0.49,1.557993,4.32,4.2415,-0.5313,-0.656,3.061,0.3612,1,-2.31,-0.1593222,-1.5353269,3.8393118,-0.00555497,0.035155411,0.013706762
199108,2.32,1.4,-0.78,0.84,-0.34,0.46,-1.60104,1.57,2.315,1.2954,-0.0464,1.1455,-0.2482,1.24,-2.68,1.6896694,-2.0748803,1.7874643,-0.005864242,0.01011082,0.003187542
199109,-1.59,1.56,-1.08,-1.82,0.08,0.46,1.147226,1.79,-1.5905,1.8119,-0.824,-0.367,0.2138,0.17,0.52,1.5519216,0.5032299,0.2426535,-0.002001934,0.013463003,-0.00549489
199110,1.29,0.91,-0.47,-1.7,-0.23,0.42,2.148354,3.06,1.2859,0.554,1.3506,-0.0233,3.2052,1.43,-1.24,0.7879811,1.8078362,1.7461065,0.003137296,0.022459898,0.001514248
199111,-4.19,-0.83,-1.89,1.11,0.01,0.39,4.26853,1.14,-4.1854,-0.2715,0.2786,3.3179,0.4173,2.26,0.14,-0.3374659,-1.9161673,4.0371931,-0.015139035,0.010835977,0.011635604
199112,10.84,-2.4,-4.17,3.55,-3.12,0.38,-4.97502,8.19,10.8282,-1.4904,-2.0414,6.7612,-0.4691,2.73,-3.72,-1.3166779,-2.8602044,7.0385416,-0.011208428,0.036365551,0.028755046
199201,-0.59,9.18,4.71,-1.32,3.2,0.34,-7.488177,-2.49,-0.5576,8.3502,1.5127,-4.1068,1.542,-2.04,-4.79,7.3638792,0.5305709,-5.0489782,0.014448165,-0.014139916,-0.027140927
199202,1.09,1.33,6.47,0.08,2.19,0.28,-5.000811,-0.53,1.0845,1.4008,2.2591,0.7471,2.2073,1.95,0.6,1.5744784,2.3664611,-2.6088665,0.024250553,-0.004095659,0.003255629
199203,-2.66,-0.93,3.56,-0.01,1.95,0.34,-0.041515,-0.29,-2.654,-1.2085,1.9963,1.013,1.9936,0.52,6.41,-0.626411,4.4575373,-1.3113582,0.024082595,0.000787173,0.00550787
199204,1.07,-5.7,4.34,1.69,2.23,0.32,-0.46922,-2.58,1.0759,-6.9442,1.7888,-1.7091,1.9739,-0.28,8.54,-5.3117869,6.3563969,-3.3343678,0.02692983,-0.009718066,0.005939155
199205,0.3,0.21,1.19,-0.95,0.48,0.28,-0.143516,0.21,0.2999,-0.2592,0.2978,-0.2058,-0.7497,1.43,0.1,0.566534,0.5946571,-0.7132186,0.011797619,0.00555872,0.001506814
199206,-2.34,-2.73,3.24,-0.05,1.01,0.32,1.82611,-0.58,-2.3291,-2.639,0.6456,1.0292,0.7977,1.1,4.3,-1.2728779,1.9421448,-2.4620915,0.011387988,0.001406966,-0.00360321
199207,3.77,-0.62,-0.56,1.3,-0.91,0.31,2.365128,1.56,3.7905,-0.8361,0.4045,2.5413,0.0568,0.74,0.33,-0.2674301,0.2696751,1.7029556,0.003374635,0.012251747,0.001102124
199208,-2.38,-0.42,-1.1,3.72,-1.65,0.26,5.068542,-0.51,-2.3768,-0.3076,-0.7904,1.5188,-0.9025,2.25,3.24,0.1375734,0.5729226,3.9331018,-0.000348986,0.000460063,0.020473162
199209,1.19,0.48,-0.26,1.64,-0.59,0.26,-2.260095,1.49,1.1929,0.6785,-0.3989,2.3975,-0.8834,2.47,0.28,-0.0713651,-0.1345332,1.2848055,-0.008828396,0.017458983,0.004024798
199210,1.02,2.07,-1.98,1.24,-0.79,0.23,-1.937455,2.48,1.016,1.5417,-0.374,2.1317,0.5956,2.55,-2.31,1.8055398,-3.1257971,2.1083999,-0.015753355,0.017651078,0.019512431
199211,4.13,3.94,-1.35,-0.68,-1.59,0.23,-5.084703,-0.15,4.1282,3.6824,-1.1853,0.9419,-0.1686,1.25,-3.57,2.2762971,-3.7025931,-1.0526126,-0.005952684,-0.000269008,-0.001522515
199212,1.53,1.68,2.62,-0.48,0.84,0.28,-2.983846,4.31,1.5885,2.7403,1.4042,1.8351,1.0366,1.73,1.87,1.2909872,0.9303466,-0.9657652,0.011510559,0.028170637,0.002090454
199301,0.93,1.93,5.94,-1.84,2.91,0.23,-1.201289,4.83,0.9306,2.3205,2.9756,-1.4524,0.0247,0.18,1.11,2.5746015,2.2599957,-2.4731901,0.023233259,0.02015584,-0.007332461
199302,0.12,-3.45,6.42,-0.42,4.13,0.22,6.236053,3.14,0.1217,-3.3241,3.6485,-1.4498,2.393,0.73,8.83,-2.6370835,5.4146882,-3.6017988,0.027727663,0.004704822,0.00061984
199303,2.3,0.09,1.18,-0.15,0.9,0.25,-3.747903,3.73,2.3138,-0.0213,0.9153,1.8026,0.5161,2.5,0.41,0.7432044,0.7808331,0.5280494,0.012831151,0.020178655,0.00093351
199304,-3.05,-0.85,2.49,-3.61,1.38,0.24,-1.379561,0.38,-3.0466,-1.1614,1.2062,-3.0094,2.0753,0.16,2.34,-0.4543899,3.7317574,-3.0608181,0.010665457,-0.003612762,-0.003005111
199305,2.89,1.9,-3.42,-0.12,-1.04,0.22,3.466957,0.22,2.8845,1.8028,-0.8324,-0.5745,-0.3593,0.75,-6.35,1.2782915,-2.3365176,2.2713991,-0.004688288,0.009436111,0.004612919
199306,0.31,0.13,2.75,-0.92,1.21,0.25,-3.491807,4.55,0.2822,1.5873,1.8188,3.0181,1.4058,-0.27,-0.29,-1.2184713,1.6843268,-2.284056,0.010723514,0.02525826,-0.005158649
199307,-0.34,0.95,2.85,-1.87,2.06,0.24,-1.324547,3.16,-0.344,1.3951,1.4477,-0.5825,0.7912,0.04,2.53,0.3507475,3.8173704,-2.2555328,0.01668967,0.014797294,-0.004481782
199308,3.71,0.1,0.13,-1.54,-0.04,0.25,1.284106,2.65,3.7117,-0.0209,-0.0505,0.4747,0.7651,0.63,0.04,0.9509416,0.0513692,1.389611,-0.002433195,0.014940273,0.001306214
199309,-0.12,2.98,-0.31,0.24,-0.16,0.26,-7.445304,3.37,-0.1006,3.1012,0.2582,0.9326,1.4091,2.61,-1.13,1.7060617,-0.3870027,2.8140248,-0.000850793,0.028227451,0.004582385
199310,1.41,1.89,-2.76,0.57,0.6,0.22,3.208663,-2.72,1.4145,0.4139,-0.5567,-1.4235,-1.1779,-0.45,-1.02,0.9242285,0.2417123,-0.1406197,0.012103607,-0.006409664,-0.01527121
199311,-1.89,-1.27,-0.74,2.23,-0.94,0.25,4.998252,-4.74,-1.8646,-1.8754,-0.7414,-0.7395,0.1227,2.19,0.91,-0.3304701,-0.6283207,-0.7526335,0.004402401,-0.02686671,0.00268011
199312,1.65,1.4,0.32,1.16,-0.34,0.23,1.614878,2.36,1.6455,2.1113,-0.2615,2.3815,2.2577,0.12,0.16,1.9985479,0.1990414,2.1604143,0.009707323,0.018438489,0.014848095
199401,2.87,-0.06,1.15,-1.66,1.43,0.25,-0.324173,0,2.8658,0.1606,1.124,-0.9212,0.9317,1.2,0.69,-1.2416461,-0.2242487,-2.4575845,0.020820857,0.000195211,-0.01082785
199402,-2.55,2.67,-1.54,2.14,-1,0.21,0.873348,-0.3,-2.5445,2.6566,-0.4777,2.6552,1.6046,0.35,-0.3,2.7235982,-1.1889836,3.1996907,0.002671023,-0.003675892,0.016731078
199403,-4.78,-1.04,1.6,0.69,1.28,0.27,2.580259,-1.27,-4.7557,-0.9444,0.9631,0.2169,1.2552,-1,2.69,0.0122475,2.7488541,-0.2146455,0.008250323,-0.012091035,0.017096582
199404,0.68,-1.01,1.66,1.07,1.11,0.27,0.561683,0.39,0.6802,-0.8153,1.284,1.5378,1.5313,0.37,0.19,-0.6582842,0.9402197,-0.8405212,0.020134801,0.01221864,0.008298611
199405,0.58,-2.56,0.67,0.6,0.68,0.31,3.170384,-2.19,0.5799,-1.9768,0.5332,-0.7439,1.2084,0.99,-2.17,-1.3481628,2.3154889,-4.4251167,0.008803538,-0.014099265,-0.001896773
199406,-3.03,-0.5,1.67,1.21,1.47,0.31,0.006866,-0.87,-3.0381,-0.8432,0.8985,0.1797,1.3259,1.71,2.81,0.7847192,3.8054794,-1.6662516,0.01766895,-0.011339702,0.010150785
199407,2.82,-1.85,0.58,-0.65,0.14,0.28,-0.852911,0.18,2.8162,-1.4321,0.4259,0.7148,-0.1256,1.07,0.87,-2.2425946,0.7086971,-0.0980793,0.007265545,0.006846498,-0.000483246
199408,4.01,1.37,-2.51,0.95,-1.47,0.37,0.632528,1.55,4.0149,2.0904,-0.6915,2.061,2.6728,-2.49,-0.09,2.1597628,-3.5288956,3.4970781,-0.003558855,0.001406956,0.013190906
199409,-2.31,2.8,-1.89,0.52,0.93,0.37,3.183037,1.31,-2.2847,2.2081,0.5879,1.0911,0.894,0.87,0.37,3.7268701,0.8927092,3.5354999,-0.000459133,0.007776526,0.011014427
199410,1.34,-2.3,-1.62,0.23,-0.68,0.38,1.108546,1.49,1.3464,-1.82,0.1615,0.3556,2.476,1.26,0.34,-0.5662668,-0.4832778,4.5544194,0.001207367,0.018048703,0.025903253
199411,-4.04,0.07,-0.7,0.42,-0.5,0.37,-2.21763,-0.18,-4.0277,0.5354,-1.0043,1.3703,1.4395,0.32,1.74,0.7614957,0.0550949,2.817438,0.004716725,-0.001017696,0.014940222
199412,0.86,0,-0.13,0.37,0.38,0.44,1.866498,3.48,0.8589,1.1739,1.2933,3.9844,3.6683,1.08,2.06,0.0700254,1.1922772,2.1310643,-0.000121747,0.026923429,0.007891156
199501,1.8,-3.06,2.57,0.17,-0.75,0.42,-3.116726,-1.81,1.7978,-2.4308,-0.0027,-0.063,1.1994,-0.87,1.64,-2.9075357,1.0101002,-1.928484,0.007226688,-0.01372432,0.005853044
199502,3.63,-0.54,1.08,0.59,-0.33,0.4,-2.682658,-0.39,3.6324,-0.6967,-0.8486,0.5097,1.2134,-0.32,-1.16,-0.1329367,-0.2609692,-1.5807673,-0.005974229,0.002469034,2.19E-05
199503,2.19,-0.51,-2.15,-0.17,0.22,0.46,0.985672,0.43,2.2365,-1.2146,0.1684,1.2655,0.7729,-0.65,0.33,-0.485749,-0.0788881,2.2225617,-0.002094744,0.005204698,0.008021506
199504,2.11,-0.22,1.71,0.41,0.9,0.44,0.323005,1.79,2.1075,-0.0076,0.0068,0.142,3.4525,0.98,0.67,0.6487516,1.7778992,-0.3072607,0.015727109,0.003463166,0.00563525
199505,2.9,-2.19,2.29,0.39,0.04,0.54,-1.178502,-0.42,2.8944,-2.2038,0.8586,-1.0066,1.4665,0.7,2.59,-2.5148551,2.319148,-2.8655625,0.006266341,0.002269328,-0.000154781
199506,2.72,3.06,-2.54,-0.33,-2.44,0.47,-0.551905,2.93,2.7154,3.2191,-1.7466,2.1275,1.8057,0.4,-3.49,1.5738065,-3.7411318,3.1293231,-0.009380071,0.019394511,0.000194866
199507,3.72,2.09,-1.62,0.3,-1.65,0.45,3.955352,2.56,3.7124,1.7624,-2.5443,0.9451,0.3082,1.73,-4.67,1.3704189,-3.6759645,2.5461515,-0.002602383,0.017349888,0.003922074
199508,0.55,1.75,2.79,-1.24,1.62,0.47,-2.13846,0.16,0.552,2.3542,2.1996,0.1377,1.2945,1.58,-0.79,2.2366077,2.0307592,-4.4629741,0.004309309,0.003721045,-0.001593818
