yyyymm,Mkt_RF,SMB,HML,RMW,CMA,RF,LID,MOM,R_MKT,R_ME,R_IA,R_ROE,R_EG,PEAD,FIN,SMB_SY,MGMT,PERF,HML_Novy,UMD_Novy,PMU_Novy
202012,4.63,4.79,-1.51,-1.98,-0.11,0.01,5.024218,-2.32,4.6309,4.192,-2.7803,-4.1554,-0.9909,,,,,,,,
202101,-0.03,6.91,2.96,-3.8,4.9,0.01,-5.006758,4.5,-0.0188,8.4978,6.367,-1.9661,-7.2774,,,,,,,,
202102,2.78,4.53,7.18,0.3,-1.94,0,2.5872,-7.89,2.7754,4.452,-0.9147,-6.1641,-5.474,,,,,,,,
202103,3.08,-0.86,7.4,6.46,3.41,0,-7.288459,-6.14,3.0836,-0.6441,4.6971,4.4869,-1.476,,,,,,,,
202104,4.93,-3.15,-0.94,2.48,-2.69,0,0.307218,1.1,4.9225,-2.9242,-3.4483,2.0464,2.1879,,,,,,,,
202105,0.29,1.23,7.08,2.53,3.01,0,-3.238293,0.88,0.2861,1.8365,4.3494,2.6254,-1.7836,,,,,,,,
202106,2.75,-0.34,-7.82,-2.18,-0.95,0,3.755555,2.19,2.7487,-0.0955,-2.4309,-1.1643,3.7346,,,,,,,,
202107,1.27,-4.62,-1.76,5.49,-0.48,0,-0.02374,-2.24,1.2671,-3.0542,-1.4863,7.6337,5.2153,,,,,,,,
202108,2.91,-0.67,-0.16,-0.3,-1.76,0,0.373615,2.53,2.9041,-0.8165,-1.9834,1.2464,2.2894,,,,,,,,
202109,-4.37,1.14,5.08,-1.9,2.14,0,-1.289893,1.5,-4.369,0.773,3.2602,-1.7508,-4.7885,,,,,,,,
202110,6.65,-2.7,-0.48,1.68,-1.44,0,1.567898,3.2,6.6475,-1.9691,-2.2881,3.4088,3.5182,,,,,,,,
202111,-1.55,-1.76,-0.44,7.22,1.74,0,-2.639541,0.9,-1.5461,-0.5887,-0.3563,8.6032,4.9244,,,,,,,,
202112,3.1,-0.77,3.28,4.92,4.43,0.01,-2.345233,-2.6,3.1025,-0.554,5.2855,3.8004,1.1868,,,,,,,,
202201,-6.25,-4.05,12.75,0.87,7.71,0,,-2.59,,,,,,,,,,,,,
202202,-2.29,2.96,3.04,-2.08,3.13,0,,1.76,,,,,,,,,,,,,
202203,3.05,-2.15,-1.8,-1.56,3.17,0.01,,3,,,,,,,,,,,,,
202204,-9.46,-0.4,6.19,3.63,5.92,0.01,,4.89,,,,,,,,,,,,,
202205,-0.34,-0.06,8.41,1.44,3.98,0.03,,2.48,,,,,,,,,,,,,
202206,-8.43,1.3,-5.97,1.85,-4.7,0.06,,0.79,,,,,,,,,,,,,
202207,9.56,1.85,-4.08,0.7,-6.89,0.08,,-3.94,,,,,,,,,,,,,
